0.19,10000000.000792,31/08/24 16:38:00, N:16,Notes:
40.15,10000000.000340
40.68,10000000.000280
41.19,10000000.000340
41.72,10000000.000420
42.25,10000000.000340
42.76,9999999.999940
43.28,10000000.000340
43.8,10000000.000280
44.33,10000000.000440
44.85,10000000.000340
45.36,10000000.000340
45.89,10000000.000040
46.4,10000000.000380
46.93,10000000.000400
47.46,10000000.000400
47.97,10000000.000080
48.5,10000000.000440
49.01,10000000.000360
49.54,10000000.000340
50.07,9999999.999820
50.58,10000000.000380
51.11,10000000.000220
51.62,10000000.000360
52.15,10000000.000380
0.0,10000000.001900003,31/10/25 18:15:31, N:255,Notes:
0.13,10000000.001800003
0.26,10000000.001600002
0.38,10000000.001900003
0.51,10000000.001200001
0.64,10000000.001900003
0.75,10000000.000400000
0.89,10000000.001700002
1.01,10000000.002000004
1.14,10000000.001700002
1.26,10000000.001400001
1.39,10000000.001800003
1.52,10000000.001400001
1.65,10000000.001900003
1.76,10000000.000600000
1.9,10000000.001800003
2.02,10000000.002000004
2.16,10000000.001600002
2.27,10000000.001800003
2.4,10000000.001600002
2.53,10000000.001200001
2.65,10000000.001900003
2.77,10000000.000600000
2.91,10000000.001700002
3.02,10000000.001800003
3.17,10000000.001900003
3.28,10000000.001900003
3.41,10000000.001500002
3.54,10000000.001300001
3.66,10000000.002200004
3.77,10000000.000700000
3.92,10000000.002000004
4.03,10000000.001700002
4.18,10000000.001800003
4.29,10000000.001400001
4.42,10000000.001500002
4.54,10000000.001500002
4.67,10000000.001900003
4.78,10000000.000600000
4.93,10000000.001400001
5.04,10000000.001800003
5.18,10000000.001900003
5.29,10000000.001200001
5.42,10000000.001400001
5.55,10000000.001300001
5.68,10000000.001900003
5.81,10000000.001100001
5.93,10000000.001800003
6.06,10000000.001176471
6.19,10000000.002100004
6.33,10000000.002000004
6.45,10000000.001800003
6.59,10000000.001800003
6.72,10000000.000490196
6.85,10000000.002100004
6.99,10000000.002100004
7.1,10000000.001800003
7.23,10000000.001700002
7.36,10000000.001600002
7.49,10000000.001600002
7.61,10000000.001200001
7.74,10000000.001700002
7.85,10000000.000900000
8.0,10000000.001600002
8.11,10000000.002000004
8.24,10000000.001600002
8.37,10000000.001900003
8.49,10000000.001600002
8.62,10000000.001500002
8.75,10000000.001800003
8.86,10000000.001100001
9.01,10000000.001800003
9.12,10000000.000600000
9.25,10000000.001900003
9.37,10000000.001600002
9.5,10000000.002000004
9.63,10000000.001600002
9.76,10000000.001800003
9.87,10000000.001200001
10.01,10000000.001800003
10.13,10000000.000600000
10.25,10000000.001900003
10.38,10000000.001900003
10.51,10000000.001600002
10.64,10000000.001300001
10.76,10000000.001600002
10.88,10000000.001200001
11.02,10000000.001800003
11.13,10000000.000600000
11.26,10000000.001800003
11.39,10000000.001700002
11.52,10000000.001900003
11.65,10000000.001500002
11.77,10000000.001600002
11.88,10000000.000700000
12.03,10000000.001800003
12.14,10000000.002000004
12.27,10000000.001700002
12.4,10000000.001900003
12.53,10000000.001800003
12.65,10000000.001500002
12.78,10000000.001800003
12.89,10000000.000500000
13.04,10000000.001500002
13.15,10000000.001900003
13.28,10000000.002000004
13.4,10000000.001600002
13.53,10000000.001900003
13.66,10000000.001300001
13.79,10000000.001700002
13.9,10000000.000300000
14.04,10000000.001800003
14.16,10000000.001700002
14.28,10000000.001800003
14.41,10000000.001400001
14.54,10000000.002100004
14.67,10000000.001100001
14.8,10000000.001900003
14.91,10000000.000400000
15.05,10000000.001700002
15.16,10000000.001900003
15.29,10000000.001800003
15.42,10000000.001300001
15.55,10000000.001700002
15.68,10000000.001300001
15.8,10000000.001800003
15.92,10000000.000200000
16.06,10000000.001600002
16.17,10000000.001900003
16.3,10000000.001700002
16.43,10000000.001500002
16.56,10000000.001900003
16.68,10000000.000900000
16.81,10000000.001700002
16.92,10000000.001800003
17.07,10000000.001900003
17.18,10000000.001400001
17.31,10000000.001600002
17.44,10000000.001300001
17.56,10000000.001900003
17.69,10000000.000500000
17.82,10000000.001500002
17.93,10000000.002100004
18.08,10000000.001900003
18.19,10000000.002100004
18.32,10000000.001700002
18.44,10000000.001100001
18.57,10000000.001900003
18.7,10000000.001100001
18.83,10000000.002000004
18.96,10000000.001078432
19.1,10000000.002000004
19.23,10000000.001700002
19.36,10000000.001900003
19.5,10000000.001900003
19.61,10000000.001700002
19.74,10000000.001700002
19.87,10000000.001100001
20.0,10000000.001900003
20.12,10000000.000400000
20.25,10000000.001900003
20.36,10000000.001700002
20.51,10000000.001700002
20.62,10000000.001400001
20.75,10000000.001700002
20.87,10000000.001200001
21.0,10000000.001700002
21.13,10000000.000200000
21.26,10000000.001600002
21.37,10000000.001500002
21.51,10000000.001900003
21.63,10000000.001500002
21.75,10000000.002000004
21.88,10000000.000800000
22.01,10000000.001500002
22.14,10000000.002000004
22.27,10000000.001600002
22.38,10000000.001800003
22.52,10000000.001500002
22.63,10000000.001600002
22.76,10000000.001700002
22.89,10000000.001100001
23.02,10000000.001600002
23.15,10000000.000200000
23.27,10000000.001900003
23.39,10000000.001600002
23.53,10000000.001900003
23.64,10000000.001700002
23.77,10000000.001700002
23.9,10000000.001100001
24.03,10000000.001400001
24.15,10000000.000200000
24.28,10000000.001700002
24.39,10000000.001800003
24.54,10000000.001600002
24.65,10000000.001200001
24.78,10000000.002000004
24.91,10000000.001200001
25.03,10000000.001600002
25.16,10000000.000700000
25.29,10000000.001600002
25.4,10000000.001900003
25.55,10000000.001600002
25.66,10000000.001900003
25.79,10000000.001900003
25.91,10000000.001500002
26.04,10000000.001600002
26.17,10000000.000600000
26.3,10000000.001400001
26.41,10000000.001900003
26.55,10000000.001700002
26.66,10000000.001400001
26.79,10000000.002200004
26.92,10000000.001200001
27.05,10000000.001500002
27.18,10000000.000500000
27.3,10000000.001500002
27.42,10000000.001600002
27.56,10000000.001700002
27.67,10000000.001500002
27.8,10000000.001500002
27.93,10000000.001100001
28.06,10000000.001900003
28.2,10000000.001176471
28.33,10000000.001800003
28.46,10000000.001700002
28.58,10000000.001900003
28.71,10000000.001600002
28.82,10000000.001800003
28.97,10000000.001500002
29.08,10000000.001200001
29.22,10000000.002100004
29.34,10000000.000800000
29.47,10000000.001400001
29.59,10000000.001800003
29.72,10000000.001900003
29.83,10000000.001600002
29.98,10000000.001900003
30.09,10000000.001400001
30.23,10000000.001800003
30.34,10000000.000900000
30.47,10000000.001700002
30.6,10000000.001600002
30.73,10000000.001400001
30.84,10000000.001900003
30.98,10000000.001800003
31.1,10000000.001600002
31.24,10000000.001800003
31.35,10000000.000800000
31.48,10000000.002000004
31.61,10000000.002000004
31.74,10000000.001800003
31.85,10000000.001700002
31.99,10000000.001600002
32.1,10000000.001300001
0.0,10000000.000019007,31/10/25 18:21:26, N:26,Notes:
10.01,9999999.999808923
20.03,9999999.999790916
30.04,9999999.999833900
40.05,9999999.999823894
50.08,9999999.999810886
60.1,9999999.999800920
70.13,9999999.999774910
80.14,9999999.999828897
90.15,9999999.999817890
100.19,9999999.999809924
110.2,9999999.999788915
120.23,9999999.999833900
130.25,9999999.999826896
140.27,9999999.999803882
150.28,9999999.999798919
160.3,9999999.999766906
170.32,9999999.999826896
180.34,9999999.999807884
190.37,9999999.999798919
200.38,9999999.999768907
210.4,9999999.999824894
220.43,9999999.999805883
230.44,9999999.999798919
240.53,9999999.999839903
250.55,9999999.999825895
